web_scraper_order,name_0,Character_Nickname_0,Game_Appeared_In_0,Position_0,Element_0,Kick_Lv50_0,Control_Lv50_0,Intelligence_Lv50_0,Technique_Lv50_0,Pressure_Lv50_0,Physical_Lv50_0,Agility_Lv50_0,Gender_0,Character_Role_0,image_0
"1770575274-3561","Jane Ledbelly","Ledbelly","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/_/b_iusxoil68.png"
"1770575277-3562","Dreama Bartle","Bartle","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/v/vvdmj8nqcfu.png"
"1770575279-3563","Rayce Sprinton","Sprinton","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/9/e9stodrqv28.png"
"1770575281-3564","Arvin Inkwell","Inkwell","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/s/-spydeeyawm.png"
"1770575284-3565","Herbie Garnet","Garnet","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/6/p6-5wh4i3lk.png"
"1770575286-3566","Stu Borneman","Borneman","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/b/nb5le4qoyjk.png"
"1770575288-3567","Simeon Squareyes","Squareyes","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/z/8ziezhm0fqm.png"
"1770575290-3568","Bish Beaton","Bish","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/c/ccrxga58qw8.png"
"1770575293-3569","Camilla Textor","Textor","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/0/t0aqnlfghdu.png"
"1770575295-3570","Lee Screener","Screener","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/c/jcvbjs1z4w8.png"
"1770575297-3571","Mary Hugland","Hugland","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/0/s0k6ottjvlu.png"
"1770575300-3572","Pete Pimento","Pimento","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/e/mebi_eqrya8.png"
"1770575302-3573","Katy Punter","Punter","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/2/x2qdsh2rfpu.png"
"1770575304-3574","Claire Hostess","Hostess","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/z/3zj2b8dzqjk.png"
"1770575306-3575","Carys Chaparon","Chaparon","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/x/gx4xsdljh6m.png"
"1770575309-3576","Wilma Morgan","Morgan","Inazuma Eleven 2: Firestorm / Blizzard","GK","Fire","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/q/eq_lca3pc8m.png"
"1770575311-3577","Pat Lubow","Lubow","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/4/14oqvlr1vpk.png"
"1770575313-3578","Griff Hardcasel","Hardcasel","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/x/vxtf84k9avu.png"
"1770575316-3579","Wally Cooper","Cooper","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/_/k_c-rhch3c8.png"
"1770575318-3580","Bern Macmahon","Macmahon","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/x/kxhzlglowwc.png"
"1770575320-3581","Remy Diggun","Diggun","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/_/7_2sm5t07d0.png"
"1770575322-3582","Floyd Spades","Spades","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/v/pvjkx0uwc8c.png"
"1770575325-3583","Ralph Fary","Fary","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/9/-94r6lisxp0.png"
"1770575327-3584","Mal Maroon","Maroon","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/s/esbepw9keve.png"
"1770575329-3585","Carl Belcher","Belcher","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/6/v6q_epbepcs.png"
"1770575332-3586","Ardel Kernel","Kernel","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/b/tbtjqwjysas.png"
"1770575336-3587","Terry Dryden","Dryden","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/z/czcchpvibpe.png"
"1770575338-3588","Elias Lens","Lens","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/c/8c_3usaa0j0.png"
"1770575341-3589","Shirly Quirk","Quirk","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/0/n0ow5t86z6c.png"
"1770575343-3590","Richard Trogg","Trogg","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/q/iqyawfyntc8.png"
"1770575345-3591","Bert McClure","McClure","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/4/t4ph76u3-vu.png"
"1770575348-3592","Justin Cush","Cush","Inazuma Eleven 2: Firestorm / Blizzard","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/s/nsw5k3xvzq8.png"
"1770575350-3593","Terry Pinn","Tortoise","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/6/w6nynixv0ju.png"
"1770575352-3594","Drack Gorn","Dragon","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/2/v/2vet0venbdk.png"
"1770575355-3595","Cerise Crane","Phoenix","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/9/h91mzqidswm.png"
"1770575357-3596","Tigh Gerwhite","Tiger","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fcyq3zwxp2m.png"
"1770575359-3597","Shay Diebold","Diebold","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/0/0/00dxamwlefk.png"
"1770575361-3598","Red Dayers","Deer","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/b/ubgejrjdxlu.png"
"1770575364-3599","Wayne Fluke","Fluke","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/z/lzrlkuf5cw8.png"
"1770575366-3600","Guy Pinnay","Pinnay","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/b/lbko-vmw96c.png"
"1770575368-3601","Niki Colbeck","Colbeck","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/z/6z7jtqqkqj0.png"
"1770575371-3602","Phil Pagoda","Pagoda","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/z/ozeridpo32c.png"
"1770575373-3603","Vanity Percy","Percy","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/_/x/_x1wpipsaf0.png"
"1770575375-3604","Pace Maker","Maker","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/e/fewfc_6avle.png"
"1770575377-3605","Clint Peacock","Peacock","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/2/u2nkxacgcws.png"
"1770575380-3606","Hilda Bronski","Bronski","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/x/sxg4fzomhqs.png"
"1770575382-3607","Conrad Jacket","Jacket","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/_/d_rzymo2qje.png"
"1770575384-3608","Alice Nutty","Nutty","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/9/q/9qysh7d-fd0.png"
"1770575387-3609","Owen Rage","Rage","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/4/m4dnme7eywc.png"
"1770575389-3610","Lionel Silent","Silent","Inazuma Eleven 2: Firestorm / Blizzard","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/8/m8w_qel2mbu.png"
"1770575391-3611","Irving Gusher","Gusher","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/u/xune97dmho8.png"
"1770575393-3612","Bert Emmerson","Emmerson","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/-/j-ygm2augxu.png"
"1770575396-3613","Rose Snelgrove","Snelgrove","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/w/swpnhjmurk8.png"
"1770575398-3614","Ian Watchen","Watchen","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/5/y5ksyutceem.png"
"1770575400-3615","James Strang","Strang","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/r/dr7zfr1mz3k.png"
"1770575403-3616","Mat Halled","Halled","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bw8vxynk2xk.png"
"1770575405-3617","Tam Boyish","Boyish","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/y/wynocnbwbcm.png"
"1770575407-3618","Sofia Brashier","Brashier","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/3/q3u7pq04ui8.png"
"1770575409-3619","Draco Scallon","Scallon","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/f/hffaivscdru.png"
"1770575412-3620","Tip Bolster","Bolster","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/3/p3ex4ubli90.png"
"1770575414-3621","Mac Gabbon","Gabbon","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/f/-f12vr9xpoc.png"
"1770575416-3622","Colet First","First","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/1/k1kukc-tox0.png"
"1770575419-3623","Trixy Wonder","Wonder","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/d/7d7pjjypfcc.png"
"1770575421-3624","Alan Sumner","Sumner","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","87","119","85","102","107","89","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/y/byy6a-thwis.png"
"1770575423-3625","Callum Biddy","Biddy","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/a/qapb3blbdre.png"
"1770575425-3626","Terry Toolan","Toolan","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/7/o7uhzyz3yxe.png"
"1770575428-3627","Bash Beaton","Bash","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/t/ztfm0n_n1ks.png"
"1770575430-3628","Hoots Knightly","Knightly","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/8/588tn6kfaec.png"
"1770575432-3629","Nolene Ider","Ider","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/u/iunykfs_t30.png"
"1770575435-3630","Toby Cohill","Cohill","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/8/g8c5kmgksic.png"
"1770575437-3631","Jay Asher","Asher","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/u/3uzyjzgw_r0.png"
"1770575439-3632","Dom Edarry","Edarry","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/-/d-ma4-jsyuc.png"
"1770575441-3633","Leon Morcey","Morcey","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/w/yw9hvbfo1d0.png"
"1770575444-3634","Craig Placid","Placid","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/5/s5eugcwga9e.png"
"1770575446-3635","Lynne Mandel","Mandel","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/r/jrv1rjwatos.png"
"1770575448-3636","Erhardt Knead","Knead","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/w/hwopf6e2ois.png"
"1770575453-3637","Archy Seago","Seago","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qyziofimf7e.png"
"1770575455-3638","Elsa Roamer","Roamer","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/3/w3697yxewb0.png"
"1770575458-3639","Ben Danna","Danna","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/f/bflcwnx-doc.png"
"1770575460-3640","Elata Mighty","Mighty","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/3/v3qrmm438e8.png"
"1770575462-3641","Nev Puffer","Puffer","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/f/efhwhzenr3u.png"
"1770575464-3642","August Dyers","Dyers","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/1/q1eoqudv2i8.png"
"1770575467-3643","Harpo Thermier","Thermier","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/d/bdvj9r7vb7u.png"
"1770575469-3644","Sabrina Passman","Passman","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/y/7ym8u2odubk.png"
"1770575471-3645","Horace Shlock","Shlock","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/a/ka9ddjondom.png"
"1770575473-3646","Clay Turnor","Turnor","Inazuma Eleven 2: Firestorm / Blizzard","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/7/i76btq6lgum.png"
"1770575476-3647","Nancy Pickney","Pickney","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/t/5tlgavcxrdk.png"
"1770575478-3648","Marilyn Henshaw","Henshaw","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/8/z8ovtyp5e9u.png"
"1770575480-3649","Barbara Clector","Clector","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/u/ouz0-npdzo8.png"
"1770575483-3650","Jess Winkles","Winkles","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqpldi8jydm.png"
"1770575485-3651","Farrah Fairway","Fairway","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/c/lc-ew3azfuk.png"
"1770575487-3652","Gyll Netters","Netters","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/o/robcb6zr4rm.png"
"1770575489-3653","Eric Motter","Motter","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/a/gaw9sf_rvik.png"
"1770575492-3654","Doug Lapp","Lapp","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/v/avti_ykjgcu.png"
"1770575494-3655","Belle Allure","Allure","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/h/xhipsnsznx8.png"
"1770575496-3656","Jasmine Veile","Veile","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/m/zml18--1i38.png"
"1770575499-3657","Benny Terra","Terra","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/o/couurbypleu.png"
"1770575501-3658","Harry Angue","Angue","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/h/ih3hccthqkk.png"
"1770575503-3659","Glenn Broth","Broth","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/j/tjgavjl99xm.png"
"1770575505-3660","Garry Planer","Planer","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/9/h/9hdn1ic0c7s.png"
"1770575508-3661","Darren Catt","Catt","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjssydkoxie.png"
"1770575510-3662","Siria Chattsley","Chattsley","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/j/4jt0pqnsw3s.png"
"1770575512-3663","Cody Fink","Fink","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/l/jlivevbw7ee.png"
"1770575515-3664","Curtis Rebell","Rebell","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/k/pkbgxy0eok0.png"
"1770575517-3665","Chester Takes","Takes","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/m/ymwb6nskjxc.png"
"1770575519-3666","Ed Hartsell","Hartsell","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/t/at3duuaimrc.png"
"1770575521-3667","Kurt Sermons","Sermons","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/f/rfg85rmyli0.png"
"1770575524-3668","Nelson Levene","Levene","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/q/lqljq2t6-ce.png"
"1770575526-3669","Perry Postiche","Postiche","Inazuma Eleven 2: Firestorm / Blizzard","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/c/6cuohj1atxs.png"
"1770575528-3670","Max Motto","Motto","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/0/q/0qbjpaf1ske.png"
"1770575531-3671","Guy Kogan","Kogan","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fcqce_5pbxs.png"
"1770575533-3672","Carol Chanter","Chanter","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/o/xova1y6tmoe.png"
"1770575535-3673","Lou Fauntleroy","Fauntleroy","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aak7yncxlbs.png"
"1770575537-3674","Cash Winfall","Winfall","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/v/gvholqpf-7c.png"
"1770575540-3675","Sonny Cinders","Cinders","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/h/rh2vmvplti0.png"
"1770575542-3676","Joe Chugger","Chugger","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmxzi2djwo0.png"
"1770575544-3677","Terry Namby","Namby","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioaslj7z79c.png"
"1770575547-3678","Junior Cage","Cage","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/h/chjn2uo7ods.png"
"1770575549-3679","Scott Tickle","Tickle","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/j/zjsgbrobjue.png"
